I1,I3,I5,I7,I9,I11,I13,I15,I17,I19,I21,I23,I25,I27,I29,Target
3.6894,0.3312,0.1379,0.0725,0.0362,0.0149,0.0074,0.0064,0.0007,0,0,0,0,0,0,16
3.6883,0.3176,0.1354,0.0737,0.0362,0.0134,0.0107,0.0107,0.0051,0,0,0,0,0,0,16
3.701,0.3215,0.1372,0.0719,0.0367,0.0145,0.0084,0.0069,0.0013,0,0,0,0,0,0,16
3.7273,0.3319,0.1398,0.0674,0.0346,0.0167,0.0079,0.0073,0.0012,0,0,0,0,0,0,16
3.7148,0.3222,0.1343,0.068,0.0352,0.0146,0.0086,0.0041,0.0013,0,0,0,0,0,0,16
3.7273,0.3237,0.1438,0.0683,0.0337,0.0156,0.0063,0.0056,0,0,0,0,0,0,0,16
3.6921,0.3183,0.1206,0.0675,0.0325,0.0184,0.009,0.0084,0.0022,0,0,0,0,0,0,16
3.7234,0.33,0.1338,0.0645,0.0305,0.0151,0.0066,0.0041,0,0,0,0,0,0,0,16
3.7209,0.3175,0.1369,0.0697,0.0363,0.0157,0.009,0.0067,0.0011,0,0,0,0,0,0,16
3.6826,0.3266,0.1371,0.0657,0.0314,0.0157,0.0058,0.0051,0,0,0,0,0,0,0,16
3.6682,0.3284,0.1339,0.0673,0.0356,0.0165,0.0084,0.0071,0,0,0,0,0,0,0,16
3.6379,0.304,0.1332,0.0758,0.0381,0.0147,0.0079,0.0057,0,0,0,0,0,0,0,16
3.687,0.3217,0.1425,0.071,0.0358,0.0131,0.0074,0.0045,0,0,0,0,0,0,0,16
3.6573,0.3145,0.1314,0.0745,0.0367,0.0159,0.0111,0.0087,0.002,0,0,0,0,0,0,16
3.6802,0.3242,0.1357,0.07,0.0356,0.0158,0.0073,0.0043,0.0011,0,0,0,0,0,0,16
3.6622,0.3284,0.1282,0.067,0.0334,0.0185,0.0085,0.0079,0.0016,0,0,0,0,0,0,16
3.6338,0.3356,0.1282,0.0651,0.0345,0.0182,0.009,0.0086,0,0,0,0,0,0,0,16
3.6095,0.3282,0.1304,0.0674,0.0326,0.0159,0.0071,0.0054,0,0,0,0,0,0,0,16
3.5688,0.3044,0.1251,0.0714,0.0351,0.0176,0.0119,0.008,0.0015,0,0,0,0,0,0,16
3.6048,0.3229,0.1354,0.0703,0.036,0.015,0.0087,0.0054,0,0,0,0,0,0,0,16
3.6326,0.3358,0.1296,0.0638,0.0336,0.0199,0.0103,0.0092,0.0021,0,0,0,0,0,0,16
3.6163,0.3246,0.1359,0.0684,0.0362,0.0164,0.0083,0.0063,0.0013,0,0,0,0,0,0,16
3.5999,0.3305,0.136,0.0652,0.0371,0.0166,0.0091,0.0059,0.0003,0,0,0,0,0,0,16
3.5705,0.3239,0.1271,0.0679,0.0353,0.0189,0.0101,0.0068,0.0001,0,0,0,0,0,0,16
3.5772,0.3414,0.1385,0.0621,0.0338,0.0174,0.0086,0.0062,0.0004,0,0,0,0,0,0,16
3.5789,0.3299,0.1268,0.0668,0.0345,0.0181,0.0106,0.0094,0.0031,0,0,0,0,0,0,16
3.579,0.3366,0.1277,0.0655,0.0307,0.0194,0.0078,0.0059,0,0,0,0,0,0,0,16
3.5824,0.3357,0.1262,0.065,0.0319,0.0208,0.007,0.0075,0.0021,0,0,0,0,0,0,16
3.5728,0.3281,0.1277,0.0675,0.0306,0.0195,0.0081,0.0065,0.0004,0,0,0,0,0,0,16
3.5996,0.3269,0.1293,0.0695,0.033,0.0171,0.0071,0.0049,0.0002,0,0,0,0,0,0,16
3.6029,0.3112,0.1263,0.0681,0.0352,0.0165,0.0104,0.0083,0.0022,0,0,0,0,0,0,16
3.6476,0.3254,0.1347,0.07,0.0361,0.0162,0.0073,0.0058,0.0004,0,0,0,0,0,0,16
3.6745,0.3183,0.1298,0.068,0.0377,0.0175,0.0105,0.0083,0.0026,0,0,0,0,0,0,16
3.6864,0.3229,0.1354,0.0737,0.0357,0.0159,0.008,0.0065,0,0,0,0,0,0,0,16
3.7025,0.339,0.1303,0.0632,0.0312,0.0169,0.0073,0.0045,0.0006,0,0,0,0,0,0,16
3.6895,0.3081,0.1257,0.0743,0.0357,0.0159,0.0087,0.0054,0.001,0,0,0,0,0,0,16
3.6987,0.3351,0.1363,0.0623,0.0307,0.0165,0.0061,0.0039,0.0001,0,0,0,0,0,0,16
3.6837,0.3147,0.1264,0.0701,0.0341,0.0149,0.0104,0.0073,0.0012,0,0,0,0,0,0,16
3.6995,0.3235,0.1332,0.0714,0.0334,0.0143,0.0068,0.0052,0,0,0,0,0,0,0,16
3.7132,0.3346,0.1322,0.0666,0.0332,0.0173,0.0073,0.0055,0.0016,0,0,0,0,0,0,16
3.6898,0.3153,0.1351,0.074,0.0373,0.0159,0.009,0.006,0,0,0,0,0,0,0,16
3.7137,0.3402,0.1335,0.0665,0.0317,0.018,0.0055,0.0054,0.0007,0,0,0,0,0,0,16
3.7075,0.2986,0.1276,0.0736,0.0384,0.0157,0.0121,0.0067,0.0012,0,0,0,0,0,0,16
3.7323,0.3282,0.1339,0.0694,0.038,0.0181,0.0059,0.0058,0,0,0,0,0,0,0,16
3.7083,0.3286,0.1312,0.0657,0.0356,0.0204,0.0088,0.0069,0.0012,0,0,0,0,0,0,16
3.6976,0.3228,0.1382,0.0703,0.0387,0.0156,0.0082,0.0068,0,0,0,0,0,0,0,16
3.6749,0.3273,0.1381,0.0713,0.0376,0.016,0.007,0.0069,0.0001,0,0,0,0,0,0,16
3.6391,0.3202,0.1337,0.0721,0.0374,0.019,0.0102,0.0061,0,0,0,0,0,0,0,16
3.666,0.3356,0.1374,0.0649,0.0326,0.0197,0.0057,0.0064,0,0,0,0,0,0,0,16
3.6412,0.3247,0.1277,0.0653,0.0341,0.0186,0.0104,0.0092,0.0035,0,0,0,0,0,0,16
3.6424,0.3358,0.1335,0.0656,0.0344,0.0189,0.008,0.0068,0,0,0,0,0,0,0,16
3.6713,0.3344,0.1294,0.0624,0.0338,0.0195,0.0075,0.0084,0.0013,0,0,0,0,0,0,16
3.6467,0.3272,0.1281,0.0669,0.0337,0.0202,0.0071,0.006,0,0,0,0,0,0,0,16
3.6639,0.3275,0.1342,0.0659,0.0335,0.017,0.0062,0.0047,0.0002,0,0,0,0,0,0,16
3.6395,0.2973,0.1245,0.0752,0.0375,0.0183,0.0108,0.0074,0.0023,0,0,0,0,0,0,16
3.647,0.33,0.1384,0.0708,0.0343,0.016,0.0062,0.0061,0,0,0,0,0,0,0,16
3.6355,0.3219,0.1327,0.0712,0.0352,0.0213,0.0095,0.009,0.0035,0,0,0,0,0,0,16
3.6121,0.3404,0.1344,0.0707,0.0344,0.0186,0.0074,0.0068,0.0004,0,0,0,0,0,0,16
3.6211,0.3211,0.1419,0.0711,0.0379,0.0164,0.0091,0.006,0.0001,0,0,0,0,0,0,16
3.6108,0.3153,0.1314,0.0689,0.0361,0.0191,0.0093,0.0065,0,0,0,0,0,0,0,16
3.6641,0.3301,0.1378,0.0678,0.0358,0.0188,0.0073,0.0054,0.0002,0,0,0,0,0,0,16
3.6715,0.3066,0.1316,0.0786,0.0375,0.0145,0.0096,0.0089,0.002,0,0,0,0,0,0,16
3.6849,0.334,0.134,0.0701,0.0344,0.0195,0.0074,0.0045,0.0008,0,0,0,0,0,0,16
3.7113,0.3227,0.1322,0.0737,0.0388,0.0166,0.0089,0.007,0.0012,0,0,0,0,0,0,16
3.683,0.3283,0.1285,0.0658,0.0332,0.0201,0.0059,0.0044,0.0004,0,0,0,0,0,0,16
3.6918,0.3226,0.1405,0.0734,0.036,0.0144,0.0067,0.004,0,0,0,0,0,0,0,16
3.6597,0.3055,0.1261,0.0696,0.0363,0.0181,0.0107,0.0066,0.0013,0,0,0,0,0,0,16
3.6672,0.3371,0.1323,0.0635,0.0316,0.0169,0.0064,0.0041,0,0,0,0,0,0,0,16
3.743,0.2446,0.1804,0.0537,0.0276,0.0291,0,0.0101,0.0079,0.0032,0.0025,0,0,0,0,17
3.7321,0.2289,0.1736,0.0531,0.0353,0.0286,0,0.0129,0.0099,0.0006,0.003,0,0,0,0,17
3.7622,0.2549,0.1791,0.0465,0.0281,0.0312,0,0.012,0.0063,0.0028,0.0019,0,0,0,0,17
3.7843,0.238,0.1797,0.0563,0.0298,0.0296,0,0.0123,0.0071,0.0012,0.0029,0,0.002,0,0,17
3.8091,0.2438,0.1757,0.0548,0.0275,0.0291,0,0.0091,0.0057,0.0006,0.0037,0,0.0009,0,0,17
3.815,0.2532,0.1761,0.0522,0.0264,0.0283,0,0.0106,0.0061,0.0009,0,0,0.001,0,0,17
3.7958,0.232,0.164,0.0538,0.0279,0.0303,0,0.0093,0.0073,0,0.001,0,0.0023,0,0,17
3.8351,0.2498,0.1746,0.0535,0.0269,0.0287,0,0.0106,0.0057,0.0014,0.0017,0,0.0011,0,0,17
3.8382,0.2397,0.1717,0.0551,0.0304,0.0274,0,0.0098,0.0058,0,0.0005,0,0,0,0,17
3.8379,0.2455,0.1775,0.0503,0.0279,0.0292,0,0.0093,0.0041,0,0.0023,0,0.0011,0,0,17
3.8198,0.2535,0.171,0.0507,0.0271,0.0295,0,0.009,0.0051,0,0,0,0,0,0,17
3.7672,0.2345,0.1692,0.0567,0.0269,0.0257,0,0.007,0.0042,0.0003,0,0,0,0,0,17
3.7431,0.2566,0.1722,0.0503,0.0228,0.027,0,0.0052,0.0039,0,0,0,0,0,0,17
3.7136,0.2342,0.1589,0.0522,0.0289,0.0299,0,0.0077,0.0056,0,0,0,0,0,0,17
3.7321,0.2492,0.1657,0.0523,0.0231,0.0262,0,0.006,0.0032,0,0,0,0,0,0,17
3.7354,0.2422,0.1655,0.0555,0.0271,0.0267,0,0.0072,0.0049,0,0,0,0,0,0,17
3.7345,0.2408,0.1728,0.0537,0.0252,0.0249,0,0.0058,0.0042,0,0,0,0,0,0,17
3.7831,0.2527,0.1718,0.0512,0.0228,0.0252,0,0.005,0.0032,0,0,0,0,0,0,17
3.7819,0.2359,0.1622,0.0529,0.0257,0.028,0,0.0064,0.0022,0,0,0,0,0,0,17
3.8153,0.2542,0.1719,0.0548,0.023,0.029,0,0.0079,0.0045,0,0,0,0,0,0,17
3.8243,0.238,0.1738,0.058,0.0287,0.0299,0,0.0109,0.0074,0,0,0,0,0,0,17
3.8261,0.2419,0.1768,0.0582,0.0291,0.0277,0,0.0102,0.0065,0.0012,0.0025,0,0,0,0,17
3.8292,0.2474,0.1715,0.0549,0.0261,0.03,0,0.0093,0.0064,0.001,0.0037,0,0.0025,0,0,17
3.8165,0.2406,0.1813,0.0601,0.029,0.0314,0,0.0105,0.0082,0.0003,0.0028,0,0.0028,0,0,17
3.8372,0.2482,0.1826,0.062,0.0265,0.03,0,0.0102,0.007,0.0002,0.0033,0,0.0032,0,0,17
3.8309,0.23,0.174,0.0599,0.0321,0.0305,0.0028,0.0104,0.0091,0,0.001,0,0.0022,0,0,17
3.8269,0.2543,0.1786,0.0589,0.0212,0.0289,0.0027,0.007,0.0064,0,0.0015,0,0.0008,0,0,17
3.8076,0.259,0.1759,0.0485,0.0256,0.0309,0,0.0086,0.0069,0,0.0009,0,0,0,0,17
3.7977,0.2414,0.1776,0.0591,0.0269,0.0283,0.0007,0.0058,0.0053,0,0.0015,0,0.0008,0,0,17
3.7226,0.2565,0.1758,0.056,0.0251,0.0283,0.0003,0.0063,0.0068,0,0.0023,0,0.0003,0,0,17
3.6675,0.2319,0.167,0.0633,0.0222,0.0318,0.0035,0.006,0.0077,0,0.0026,0,0.0017,0,0,17
3.6941,0.2621,0.1707,0.0543,0.0251,0.0292,0.0017,0.0068,0.0053,0,0.0028,0,0.0007,0,0,17
3.7154,0.237,0.1724,0.0615,0.0285,0.0287,0.0043,0.0077,0.0088,0,0.0003,0,0,0,0,17
3.7391,0.2448,0.1736,0.0645,0.0227,0.028,0.0025,0.0039,0.0048,0,0.0019,0,0.0008,0,0,17
3.7659,0.2524,0.1727,0.0557,0.0255,0.0288,0.0028,0.007,0.0092,0,0.0022,0,0,0,0,17
3.7819,0.2464,0.1662,0.0573,0.0232,0.0315,0.0021,0.0049,0.0076,0,0.0009,0,0.0016,0,0,17
3.8038,0.2595,0.1751,0.0518,0.0225,0.0312,0,0.0065,0.0076,0.0002,0.0013,0,0.0015,0,0,17
3.7974,0.2247,0.1686,0.0579,0.0318,0.0298,0.0029,0.0076,0.0088,0.0002,0.0009,0,0.0007,0,0,17
3.8149,0.2441,0.17,0.0606,0.0251,0.0284,0.0002,0.007,0.0056,0,0.0009,0,0.0007,0,0,17
3.8324,0.2343,0.1748,0.0597,0.0266,0.0275,0.0026,0.0091,0.0076,0,0.0001,0,0,0,0,17
3.8097,0.2355,0.1729,0.059,0.0247,0.0278,0.0009,0.0058,0.007,0.0001,0.0026,0,0.0005,0,0,17
3.7849,0.2571,0.169,0.0503,0.0246,0.0302,0,0.0066,0.0078,0.0009,0.0006,0,0.0006,0,0,17
3.7286,0.2277,0.1701,0.0584,0.0232,0.0324,0.0011,0.008,0.0086,0.0013,0.0019,0,0,0,0,17
3.7223,0.2492,0.1751,0.0585,0.0208,0.0302,0.001,0.0062,0.0074,0,0.0037,0,0.0005,0,0,17
3.7094,0.2436,0.1667,0.0555,0.0277,0.0322,0.0013,0.0098,0.0091,0,0.0028,0,0.0013,0,0,17
3.7571,0.2467,0.1725,0.0568,0.0216,0.03,0.0026,0.0064,0.0073,0,0.003,0,0.0016,0,0,17
3.7608,0.2427,0.1735,0.0615,0.0264,0.0277,0.001,0.008,0.0084,0,0.0014,0,0.0006,0,0,17
3.7686,0.2529,0.169,0.0552,0.0261,0.0324,0.0016,0.007,0.0093,0,0.0024,0,0.0004,0,0,17
3.773,0.2449,0.174,0.0586,0.0234,0.0283,0.0016,0.0066,0.0079,0,0.0024,0,0.0011,0,0,17
3.7778,0.2385,0.1657,0.055,0.0276,0.0327,0.0033,0.0068,0.0096,0,0.0019,0,0,0,0,17
3.7818,0.2429,0.1726,0.0591,0.0237,0.0276,0.0008,0.0075,0.0078,0.0001,0.0025,0,0.0001,0,0,17
3.7713,0.2526,0.1685,0.0562,0.025,0.0314,0.0009,0.0088,0.0082,0,0.0013,0,0,0,0,17
3.7385,0.2463,0.1645,0.0603,0.0215,0.0309,0.0017,0.0075,0.0067,0,0.0021,0,0,0,0,17
3.7503,0.2457,0.1738,0.0549,0.0226,0.0283,0.0003,0.0049,0.0073,0,0.0012,0,0.0005,0,0,17
3.6804,0.2345,0.1602,0.058,0.0213,0.0274,0.0013,0.004,0.0052,0,0,0,0,0,0,17
3.6684,0.2489,0.1701,0.0549,0.0232,0.0248,0.0036,0.0049,0.0054,0,0.0001,0,0,0,0,17
3.6517,0.2465,0.1611,0.0536,0.0268,0.0296,0.0032,0.0075,0.009,0,0.0002,0,0,0,0,17
3.6844,0.2488,0.1695,0.0634,0.0195,0.0296,0.0026,0.0063,0.0057,0,0.0014,0,0,0,0,17
3.7364,0.255,0.1696,0.0578,0.0237,0.0313,0.0041,0.0055,0.0093,0,0.001,0,0.0003,0,0,17
3.754,0.2397,0.1661,0.0577,0.024,0.0299,0.0038,0.0052,0.0064,0.0006,0.0035,0,0.0008,0,0,17
3.7588,0.2435,0.174,0.0584,0.0252,0.0275,0.002,0.0056,0.0059,0,0.0024,0,0.0008,0,0,17
3.7617,0.2371,0.1607,0.0526,0.0277,0.0318,0.0036,0.0073,0.0088,0,0.0018,0,0.0013,0,0,17
3.7973,0.2441,0.1766,0.0609,0.0235,0.0266,0.0032,0.0055,0.0058,0,0.0028,0,0.0013,0,0,17
3.8197,0.2338,0.171,0.064,0.0247,0.029,0.0047,0.007,0.0095,0,0.0037,0,0,0,0,17
3.8127,0.2412,0.1742,0.0601,0.022,0.0276,0.0042,0.003,0.0065,0,0.0017,0,0,0,0,17
3.757,0.2572,0.169,0.0532,0.0238,0.0316,0.0029,0.0034,0.0061,0,0.0034,0,0,0,0,17
3.739,0.2457,0.1632,0.0563,0.0241,0.0308,0.0059,0.0056,0.007,0,0.0027,0,0,0,0,17
3.7512,0.2465,0.171,0.0586,0.0179,0.0277,0.0041,0.0029,0.0061,0,0.0026,0,0,0,0,17
3.7253,0.227,0.1634,0.0632,0.0232,0.0259,0.0033,0.0056,0.0098,0,0.0004,0,0,0,0,17
3.7488,0.2475,0.1737,0.0614,0.0227,0.0271,0.0041,0.0041,0.0058,0,0.0023,0,0.0004,0,0,17
3.7607,0.2554,0.1689,0.0548,0.0245,0.0307,0.0037,0.0059,0.0085,0,0.0022,0,0,0,0,17
3.7627,0.2406,0.1725,0.0624,0.0189,0.0282,0.0057,0.0043,0.0071,0,0.0022,0,0,0,0,17
3.7665,0.2508,0.174,0.0623,0.0217,0.0259,0.0062,0.0043,0.0072,0,0.0046,0,0,0,0,17
3.757,0.2361,0.1584,0.0637,0.0233,0.0291,0.0062,0.0025,0.0059,0,0.0006,0,0,0,0,17
3.7693,0.2454,0.1736,0.0627,0.0204,0.0246,0.0017,0.0048,0.005,0,0.0022,0,0,0,0,17
3.7567,0.2515,0.169,0.0568,0.0259,0.0308,0.004,0.0079,0.008,0,0.0015,0,0,0,0,17
3.754,0.2483,0.1691,0.058,0.0213,0.0287,0.0023,0.0055,0.0087,0,0.0038,0,0.0025,0,0,17
3.7551,0.2454,0.1688,0.0609,0.0239,0.0281,0.0027,0.0058,0.0081,0,0.0021,0,0.0012,0,0,17
3.7395,0.2347,0.1707,0.0608,0.0285,0.0294,0.0028,0.0064,0.0066,0,0.0013,0,0.0015,0,0,17
3.7392,0.2552,0.1711,0.0549,0.0276,0.0297,0.0007,0.009,0.0067,0.0004,0.0035,0,0.0015,0,0,17
3.7312,0.2374,0.158,0.0529,0.0288,0.0303,0.0022,0.0096,0.0101,0,0.0021,0,0.0018,0,0,17
3.7644,0.2505,0.1703,0.0597,0.0217,0.0297,0.0031,0.005,0.0076,0,0.0023,0,0.0014,0,0,17
3.7736,0.246,0.1736,0.058,0.0265,0.0299,0.0018,0.0083,0.0082,0,0.0007,0,0.0013,0,0,17
3.7697,0.2457,0.1696,0.058,0.0241,0.0302,0.0036,0.0062,0.0073,0,0.0031,0,0.0015,0,0,17
3.7945,0.2564,0.169,0.0545,0.0257,0.0303,0.0019,0.0061,0.0061,0,0.002,0,0.0004,0,0,17
3.7954,0.2268,0.1696,0.0561,0.0289,0.0299,0.0035,0.0089,0.0085,0,0.0015,0,0.0007,0,0,17
3.8175,0.2432,0.178,0.058,0.0255,0.027,0.0024,0.0083,0.0078,0,0.0043,0,0.001,0.0001,0,17
3.8304,0.234,0.1741,0.0575,0.0303,0.0286,0.0027,0.0115,0.0089,0,0.0021,0,0.0023,0,0,17
3.8373,0.2523,0.1733,0.0542,0.0255,0.0292,0.0011,0.0068,0.0067,0,0.0029,0,0.0005,0,0,17
3.8271,0.2535,0.1744,0.0561,0.0256,0.0297,-0.0007,0.0065,0.0062,0,0.0029,0,0.0021,0,0,17
3.7912,0.2453,0.1709,0.0545,0.0267,0.0293,-0.001,0.0051,0.0065,0,0.0012,0,0.0012,0,0,17
3.8001,0.2439,0.1763,0.0579,0.0255,0.028,0.0002,0.0079,0.0076,0,0.0019,0,0.0008,0,0,17
3.7663,0.2317,0.1654,0.056,0.0303,0.0288,0.0023,0.0089,0.0083,0,0.0028,0,0.0015,0,0,17
3.7605,0.2415,0.1756,0.0587,0.0249,0.0259,-0.0009,0.0091,0.006,0,0.0027,0,0.001,0,0,17
3.7589,0.2534,0.1714,0.0523,0.027,0.0327,0.0013,0.0088,0.0101,0,0.0016,0,0.0006,0,0,17
3.7575,0.2432,0.1721,0.0576,0.0232,0.0302,0.0005,0.0072,0.0088,0,0.003,0,0.0027,0,0,17
3.7803,0.2498,0.1787,0.0544,0.0254,0.0288,0.001,0.0074,0.008,0,0.0028,0,0.0015,0,0,17
3.7796,0.2198,0.1713,0.0619,0.0293,0.0298,0.0026,0.0089,0.0093,0,0.0037,0,0.0021,0,0,17
3.7985,0.2511,0.1742,0.057,0.0222,0.03,0.0007,0.0055,0.0057,0,0.0044,0,0.001,0,0,17
3.8241,0.2432,0.1739,0.0574,0.0271,0.0309,0.0046,0.0096,0.0097,0,0.0029,0,0.0007,0,0,17
3.8226,0.2931,0.1267,0.0722,0.0346,0.0135,0.0057,0.0004,0.0025,0,0,0,0,0,0,18
3.8727,0.3223,0.1386,0.067,0.0296,0.0167,0.0038,0.0006,0.0033,0,0,0,0,0,0,18
3.8729,0.2971,0.1309,0.072,0.0321,0.0156,0.0041,0.0033,0.0029,0,0,0,0,0,0,18
3.8749,0.305,0.1381,0.0743,0.034,0.0137,0.0031,0.0031,0.0007,0,0,0,0,0,0,18
3.8745,0.3032,0.1339,0.0732,0.0334,0.0136,0.0057,0.0024,0.0041,0,0,0,0,0,0,18
3.8534,0.3091,0.1292,0.0669,0.0292,0.0166,0.0044,0,0.0022,0,0,0,0,0,0,18
3.869,0.3115,0.1385,0.0723,0.0316,0.0143,0.0016,0.0033,0.0022,0,0,0,0,0,0,18
3.8474,0.282,0.1222,0.0775,0.0315,0.0138,0.0058,0.0012,0.0044,0,0,0,0,0,0,18
3.7955,0.3056,0.1361,0.0755,0.0328,0.0136,0.0032,0.0015,0.0011,0,0,0,0,0,0,18
3.7856,0.2942,0.1295,0.0757,0.0344,0.0141,0.0053,0.0032,0.0041,0,0,0,0,0,0,18
3.8187,0.3006,0.1336,0.0792,0.034,0.0128,0.0059,0.0008,0.0021,0,0,0,0,0,0,18
3.8234,0.3049,0.1322,0.0707,0.0321,0.0131,0.0039,0.0033,0.0021,0,0,0,0,0,0,18
3.7728,0.2933,0.1346,0.074,0.0339,0.0126,0.0036,0.0034,0.0016,0,0,0,0,0,0,18
3.7687,0.3066,0.1326,0.0762,0.0301,0.0132,0.004,0.0004,0.0019,0,0,0,0,0,0,18
3.7656,0.301,0.1212,0.0692,0.0302,0.0147,0.0043,0.0038,0.0041,0,0,0,0,0,0,18
3.788,0.3127,0.1357,0.0672,0.0302,0.0135,0.0026,0.0014,0.0032,0,0,0,0,0,0,18
3.7904,0.3033,0.1335,0.0716,0.033,0.0119,0.0044,0.0041,0.0029,0,0,0,0,0,0,18
3.7882,0.2979,0.1315,0.0731,0.0351,0.0138,0.0047,0.0029,0.0035,0,0,0,0,0,0,18
3.8054,0.3043,0.1317,0.0773,0.0325,0.0119,0.0031,0.0008,0.0018,0,0,0,0,0,0,18
3.8375,0.294,0.1214,0.0741,0.0307,0.0147,0.0042,0.0018,0.002,0,0,0,0,0,0,18
3.8659,0.3067,0.1338,0.0756,0.0305,0.011,0.0028,0.0006,0.0013,0,0,0,0,0,0,18
3.8792,0.3063,0.1294,0.0715,0.0334,0.0148,0.0068,0.0042,0.0026,0,0,0,0,0,0,18
3.8741,0.3155,0.1274,0.0714,0.0296,0.0134,0.0037,0.0001,0.0006,0,0,0,0,0,0,18
3.8928,0.318,0.129,0.0703,0.0297,0.0156,0.0046,0.0009,0.0023,0,0,0,0,0,0,18
3.8722,0.3084,0.1279,0.0708,0.0294,0.0155,0.0034,0.0013,0.0011,0,0,0,0,0,0,18
3.8743,0.3145,0.1359,0.072,0.0296,0.0147,0.0037,0,0.0026,0,0,0,0,0,0,18
3.8623,0.2919,0.1272,0.0749,0.0297,0.0117,0.003,0.0024,0.004,0,0,0,0,0,0,18
3.8658,0.3053,0.1331,0.0743,0.0345,0.0136,0.0031,0.0021,0.0011,0,0,0,0,0,0,18
3.8633,0.3153,0.1314,0.0707,0.0306,0.016,0.0039,0.0026,0.0037,0,0,0,0,0,0,18
3.8521,0.3016,0.1347,0.0777,0.0334,0.0129,0.0044,0.0026,0.0039,0,0,0,0,0,0,18
3.8719,0.3145,0.1348,0.0683,0.031,0.0141,0.0047,0.0017,0.0033,0,0,0,0,0,0,18
3.8613,0.2961,0.1222,0.0695,0.031,0.0172,0.0055,0.0029,0.0042,0,0,0,0,0,0,18
3.9143,0.3196,0.1296,0.0674,0.0299,0.0137,0.0022,0.0006,0.0031,0,0,0,0,0,0,18
3.9203,0.2989,0.1287,0.0754,0.0339,0.014,0.0059,0.0043,0.0045,0,0,0,0,0,0,18
3.9053,0.3018,0.1259,0.0741,0.0334,0.0129,0.0052,0,0.0012,0,0,0,0,0,0,18
3.9014,0.3034,0.1338,0.0738,0.035,0.0117,0.0039,0.0016,0.0021,0,0,0,0,0,0,18
3.8798,0.2931,0.1323,0.0776,0.035,0.0123,0.0057,0.0013,0.0026,0,0,0,0,0,0,18
3.8919,0.3035,0.1318,0.0752,0.033,0.0124,0.004,0,0.0027,0,0,0,0,0,0,18
3.8752,0.287,0.1189,0.0747,0.0348,0.0118,0.007,0.0043,0.0041,0,0,0,0,0,0,18
3.8807,0.3092,0.1261,0.0707,0.0326,0.0138,0.0043,0.0002,0.0019,0,0,0,0,0,0,18
3.917,0.3062,0.1281,0.0741,0.0338,0.0127,0.0074,0.003,0.0033,0,0,0,0,0,0,18
3.902,0.2996,0.1315,0.0797,0.0351,0.013,0.0035,0.0026,0.0031,0,0,0,0,0,0,18
3.9256,0.3153,0.136,0.0732,0.0319,0.0161,0.0041,0.0016,0.0029,0,0,0,0,0,0,18
3.8969,0.2939,0.1219,0.0707,0.0305,0.0148,0.007,0.0014,0.0036,0,0,0,0,0,0,18
3.9254,0.303,0.1296,0.0738,0.0329,0.011,0.0023,0.002,0.0011,0,0,0,0,0,0,18
3.8966,0.2928,0.1265,0.0794,0.0341,0.0138,0.0066,0.0034,0.0028,0,0,0,0,0,0,18
3.892,0.3048,0.1335,0.0758,0.0314,0.0153,0.0047,0.001,0.0009,0,0,0,0,0,0,18
3.8929,0.3093,0.1361,0.0724,0.0325,0.0153,0.0035,0.0011,0.003,0,0,0,0,0,0,18
3.8891,0.3032,0.1283,0.0733,0.0301,0.0146,0.004,0.0017,0.0027,0,0,0,0,0,0,18
3.9001,0.315,0.1309,0.0689,0.0293,0.014,0.0035,0.0002,0.0023,0,0,0,0,0,0,18
3.8988,0.2978,0.118,0.0715,0.0326,0.0147,0.0058,0.0045,0.0053,0,0,0,0,0,0,18
3.9111,0.3064,0.131,0.0725,0.0336,0.0131,0.0042,0.0002,0.0006,0,0,0,0,0,0,18
3.8968,0.2997,0.1343,0.0777,0.0349,0.015,0.0045,0.0031,0.0038,0,0,0,0,0,0,18
3.8571,0.3008,0.1282,0.0749,0.0334,0.014,0.0041,0.0011,0.0023,0,0,0,0,0,0,18
3.8473,0.3182,0.1309,0.0679,0.0302,0.0132,0.0035,0.0008,0.0025,0,0,0,0,0,0,18
3.8231,0.2824,0.1214,0.0781,0.0351,0.0119,0.0052,0.0022,0.0037,0,0,0,0,0,0,18
3.8353,0.3168,0.1297,0.0693,0.0305,0.0137,0.0029,0.0002,0.0021,0,0,0,0,0,0,18
3.8235,0.2972,0.1228,0.0713,0.0316,0.0135,0.0057,0.0029,0.0043,0,0,0,0,0,0,18
3.8455,0.3046,0.1349,0.0721,0.0321,0.0149,0.0023,0.0026,0.0017,0,0,0,0,0,0,18
3.8591,0.3047,0.1312,0.0754,0.0325,0.0141,0.0035,0.0021,0.002,0,0,0,0,0,0,18
3.8184,0.2997,0.1333,0.0745,0.0313,0.014,0.0046,0.0029,0.0029,0,0,0,0,0,0,18
3.8496,0.311,0.128,0.0701,0.0298,0.015,0.005,0,0.0027,0,0,0,0,0,0,18
3.8422,0.2867,0.1251,0.0737,0.0334,0.0138,0.007,0.0061,0.005,0,0,0,0,0,0,18
3.8451,0.3079,0.127,0.0711,0.031,0.0136,0.0033,0,0.0029,0,0,0,0,0,0,18
3.8272,0.2993,0.1342,0.077,0.0354,0.0144,0.0068,0.0039,0.0035,0,0,0,0,0,0,18
3.8118,0.3085,0.1336,0.0703,0.0325,0.0146,0.0025,0.0023,0.0044,0,0,0,0,0,0,18
